Supplier ID,Supplier Name,Amount
1957302,Arts Council Of England,898
111197,ArtsBeat,600
101471,Ascendit Lifts Ltd,"2,673.75"
3352601,ASCL,510
2476801,ASCO Educational Supplies Ltd,"3,349.33"
2117301,Ascot Hospitality,"1,002.00"
2322801,Ascot Nursery School,"15,764.40"
32501,Ascot Residential Homes Ltd,"11,567.68"
101755,ASE Booksales,837.81
2290501,Ashford Luxury Coaches,"4,132.88"
105167,Ashley Blind Contracts,"2,411.55"
106327,Ashridge,"10,324.01"
110758,Ashton Lodge,617.54
2273601,Askews Library Services Ltd,"12,357.49"
106610,Aspects,996
3280301,Asquith Nurseries Ltd,"7,646.71"
88401,Associated Structural Design Ltd,532.31
541201,Aston University,"1,500.00"
107961,Astun Technology Ltd,"2,264.35"
110741,A-Tel,549.6
1928701,Atis Real Weatheralls,"13,248.00"
2296001,Atkinsons Private Nursing Home,"14,316.02"
100971,Atlas Project Team Ltd,"86,686.00"
4021701,Atomwide Ltd,"40,317.23"
105174,Atton Consulting Ltd,"1,400.00"
686301,Austen House Nursing Home,"22,878.40"
100644,Autism (GB) Limited,"46,682.61"
110780,AV Lamps,672.44
2959801,Avenue Sac Day Centre,"2,065.00"
107615,Avica UK Ltd,"7,908.77"
106841,AVK/SEG (UK) Ltd,864.8
2389501,AXA PPP Healthcare,"69,437.55"
111780,Axess 4 All Ltd,"1,339.19"
106604,Axis Automatic Entrance Systems Ltd,637.48
111545,Axis Elevators Ltd,"19,733.27"
106976,Axzona Ltd,"2,428.80"
841701,B & Q Plc,"1,974.89"
2112101,B A A F Registered Charity,"3,620.03"
101610,B Carers Ltd,555.49
111680,B.A.S. Maintenance Services,813.05
112119,Baby Ballet,836
1312801,Badenoch & Clark,"15,153.63"
4407001,Badger Publishing Ltd,552.48
110597,Bailey Associates,"2,691.00"
103149,Bailey's Body Builders,"15,990.75"
4177701,Baker Ross Limited,"2,166.44"
110158,Balfour Beatty Infrastructure Services Ltd,"1,418,532.34"
588902,Bank Of Scotland,"2,041.08"
100775,Bank of Scotland Equipment Finance,"3,321.59"
106316,Banner Business Services Ltd,"50,776.27"
991601,Barcham Trees Limited,"5,585.91"
1952201,Barclays Global Investors Ltd,"7,025.10"
106159,Barclays HMG Procurement Card,"12,405.57"
3328701,Barnardo Services Limited (CLOSED),"179,709.63"
112275,Barnardos North East,"27,594.00"
110197,Barnett Waddington,"16,662.06"
108876,BAUHAUS Projects Ltd,941.85
4302,Baylis Media Ltd Maidenhead Advertiser,"20,184.57"
108990,Baystorm Consultancy Limited,"15,886.81"
22201,BBC Audiobooks Ltd,"13,673.61"
111916,BBI (Business to Business internet),747.5
112004,BCS Qualifications Accreditations,531.88
2326101,Beazley & Watts Ltd,"9,644.79"
101778,Bechtle Direct Ltd,"1,823.63"
110400,Beech Home Care,"1,648.29"
480003,Beehive Pre-School,"20,748.00"
46201,Bellstan Ltd,"4,997.85"
63903,Bemrose Booth,"5,132.39"
1544701,Bentons Office Supplies,"7,139.55"
4125701,Berks Bucks And Oxon Wildlife,"1,396.10"
101783,Berks College of Agriculture,"60,500.00"
100472,Berkshire Association of Clubs for Young People,"1,355.00"
36901,Berkshire College Of Agriculture,"54,990.75"
2306701,Berkshire East & South Bucks Womens Aid,"5,000.00"
103658,Berkshire East PCT,"304,350.61"
111150,Berkshire East Primary Care Trust,"15,950.00"
100158,Berkshire Healthcare NHS Trust,"174,697.64"
105551,Berkshire Macadams Ltd,"42,798.74"
2585301,Berkshire Maestros,"37,566.20"
110585,Berkshire Media Group Ltd,"6,958.21"
105903,Berkshire Shared Services,"1,051.20"
2306702,Berkshire Womens Aid (BWA),"6,250.00"
108197,Bertram Library Services,"16,944.28"
101076,Betta Group,"49,017.62"
103411,Bibliographic Data Services Ltd,"45,146.13"
573201,Biolab UK Ltd,"7,491.60"
727501,Bird Hills (UK) Ltd,671.46
934601,Birdsgrove Nursing Home,"24,880.98"
2322901,Birdwood Nursery School,"11,314.50"
130101,Bisham Parish Council,"10,500.00"
2090101,Bisham Primary School,"38,111.94"
112241,Blandy & Blandy,"2,242.50"
108079,Blink,"6,313.50"
105046,Blue Banana Direct Ltd,600
1577101,Blue Ribbon Press Ltd,684.25
111342,Bluebird Care(Reading Wokingham),"31,293.13"
103639,BNP Paribas Lease Group (Rentals),"14,128.51"
104438,Bob Woolmer Sales Limited,531.32
58702,BOC Ltd,526.58
101810,Bookends,"8,423.22"
1768101,Bookpoint Limited,"1,257.42"
3017001,Bostock Marketing Group,"15,111.00"
1411501,Bottomline Technologies (Europe),"3,601.58"
104696,Boveridge House School Trust,"10,861.00"
70901,Bowak Ltd,"2,583.19"
81701,Bowcom,582.36
2335601,Bowerhill Machine Tool Maintenance,"5,244.23"
1996402,Bracknell & Wokingham College,"9,888.00"
1996401,Bracknell & Wokingham College,"9,879.50"
142507,Bracknell Forest Borough Council,"47,746.46"
142501,Bracknell Forest Borough Council,"46,708.22"
108767,Bradbury House Organisation,"10,186.20"
111972,Bradzone,"5,552.00"
2646001,Brainwaves,597.03
104201,Brake Bros Foodservice Ltd,"35,368.63"
105247,Brambles Foods Ltd,"7,798.92"
129801,Bray Parish Council,"61,125.00"
2325501,Bray Pre-School,"14,303.25"
1800301,Braywick Heath Nurseries Ltd,"1,950.16"
2090301,Braywood CE First School,"9,179.85"
2984701,Braywood Montessori School,"9,430.80"
108834,Breaking Free,555
108228,Brenmar,"1,329.57"
106748,Briar Cottage Day Nursery,"3,132.00"
111561,Briarlea Care Home,"11,360.00"
103948,Bridge Trust Thames Valley,"11,093.00"
185901,Bright Start Pre-School,"34,127.20"
2256401,Brissco (Equipment) Ltd,"3,174.34"
104439,Britannia Coach Services,"1,042.56"
101825,British Film Institute,500
3797801,British Gas Business,"12,229.60"
63313,British Gas Trading Ltd,"2,463.89"
100878,British Salt,"1,734.00"
51517,British Telecommunications Business,"1,153.23"
51511,British Telecommunications Plc,"77,741.33"
51542,British Telecommunications Plc,"57,479.32"
51504,British Telecommunications Plc,"1,277.45"
51501,British Telecommunications Plc,720.97
51534,British Telecommunications Plc,548.84
51540,British Telecommunications Plc,522.2
103928,Broadreach House,"7,678.77"
104044,Broadway Lodge,"14,135.00"
106985,Brochure Connect Ltd,"2,800.25"
106313,Brookhurst Care Ltd,"26,200.05"
111323,Browns Social Care Professionals,"20,891.80"
374203,Broxap Limited,"9,069.13"
2606901,Brunel Day Centre,"1,996.64"
24802,BSI,780.28
108248,BT iNet,"14,839.11"
123401,BTC Vehicle Rentals,"1,880.45"
186503,Buckinghamshire County Council,"74,904.99"
244101,Bucks New University,"2,300.00"
106029,Buffer Bear at Larchfield,"13,686.80"
304801,Building Design Partnership,"22,609.00"
194801,Bullseye Awards & Garments Ltd,544.68
112224,Bunzl Catering Supplies,657.81
112105,Bunzl Cleaning & Hygiene Supplies,566.08
171101,Bunzl Vending Services Limited,"8,294.53"
2090701,Burchetts Green CE Infants,"5,405.18"
2758401,Burnham House Care Centre,"21,602.68"
103967,Business & Community Services Ltd,"2,771.50"
350201,Business Communications,532.7
3447901,Busy Bees at Hall Place Nursery,"11,753.20"
108208,Butler & Young,"2,294.27"
2323301,Buttons Playgroup,"8,863.90"
106095,BWB (Lincoln) Limited,"2,217.40"
64001,C & C Electrical Wholesale,"1,245.99"
111201,C & S Catering Supplies Ltd,"4,706.66"
2318601,C A S,807
1525001,C F Hewerdine Ltd,"5,359.00"
106845,C L D Services Ltd,"1,063.19"
104955,C S V,700
3412301,CA Montessori Childrens Centre,"21,291.60"
1537101,Cadline Ltd,"1,012.00"
104177,Calcot Cottage,"9,067.67"
101608,Caltek Healthcare,"9,287.13"
2445902,Cambridge Education Associates,"1,115.50"
109847,Cane Social Work Consultants Ltd,"21,183.84"
92201,Canon (UK) Ltd,"82,384.01"
221202,Capita Business Services Ltd,"31,983.87"
221206,Capita Conferences Administration,"3,427.46"
101842,Capita Education Resourcing,"1,923.10"
1623301,Capita Education Services Ltd,"20,045.66"
101041,Care & Independence Ltd,"1,581.36"
107974,Care Monitoring 2000 Ltd,"27,605.29"
647101,Care Response Ltd,"19,737.34"
108307,Care UK Community Partnerships Ltd,"371,080.55"
2245401,Careforce,"176,274.38"
29901,Careline,"9,119.26"
3798101,Caretech Community Services Limited,"36,140.05"
101323,Carewatch (South Bucks & North Berks),"74,185.36"
111675,Carnarvon Consultancy,"17,792.00"
2414301,Carp-A-Tex (Reading) Ltd,"1,213.25"
3427901,Carpet & Fabric Care,"2,300.00"
111049,Cartridge World,953.26
108348,Castle Homes Ltd,"155,494.68"
3120301,Castle Produce,"1,620.98"
106876,Cater Link Ltd,"9,684.97"
106857,Catering Installation & Service Ltd,505.23
194701,Cave Tab Plc,716.53
100870,CCB Community Council for Berkshire,"2,917.00"
382801,Ceetex Leisure Ltd,"1,819.46"
2424102,Cengage Learning Services Ltd,"20,595.94"
103172,Centaur Training Ltd,"1,840.00"
111072,Central & Cecil,"376,033.83"
149702,Central Law Training,"1,201.75"
112023,Centre for Applied Positive Psychology,682.2
106021,Centre for Public Policy Seminars Ltd,967.32
107917,Centrom,"7,204.75"
364401,Cerrig Camu Ltd,"16,012.54"
104371,CF Asset Finance Ltd,"1,352.35"
2291302,CfBT Education Trust,"19,466.67"
111321,CgMs Limited,"7,378.05"
102656,CGP,"1,651.25"
108317,Chailey Heritage School,"15,200.00"
2239701,Chalfont Centre For Epilepsy,"54,655.94"
2287301,Chalfont Lodge Nursing Home,"99,758.50"
364501,Chandlers Removals,"2,496.42"
1783801,Chapman Petrie,"5,892.74"
77506,Chartered Institute of Environmental Health,"2,039.50"
20602,Chartered Institute Of Housing,508
106722,Charters Junior Tennis Club,750
104516,Charters School Sports Partnership,"6,690.00"
105056,Cheapside Pre-School,"7,516.80"
110695,Chebsey & Co,"10,794.04"
2303901,Chelfham Senior School,"90,612.21"
105201,Chemaide Ltd,"2,247.33"
2134601,Cherry Garden Nursing Home,"54,527.84"
2134701,Cherry Tree Nursing Home,"7,132.56"
111672,Cherwood House Care Centre,"11,388.86"
1705301,Child Support Agency Client Fund A/C,"5,564.12"
100169,Childbase Ltd,"11,946.88"
3864401,Children of The World Montessori School,"16,582.20"
232801,Chilmington Homes,"18,231.59"
101865,Chiltern Book Supply,"3,690.09"
110945,Chipside Ltd,"14,187.85"
218101,CHOICE LTD,"78,882.49"
112278,Christchurch Primary School,"1,375.00"
108521,Christopher Marsh & Co Ltd,"8,522.75"
1740001,Chubb Electronic Security Systems Ltd,"2,134.62"
100131,Chubb Fire Limited,"1,428.32"
49605,Chubb Fire Ltd,"8,388.57"
49603,Chubb Fire Ltd,"1,760.02"
118601,Churchmead Church of England (V A) School,"224,303.84"
110682,CIEH Berkshire Branch,960
1447201,CILIP (Chartered Inst.of Lib.& information Profnl),"2,541.00"
449701,CIM Holdings Ltd,"1,212.85"
5401,CIPFA,"6,609.96"
2988202,City of Westminster,575
1937701,Civica UK Ltd,"31,034.55"
111173,CJ Associates Training Ltd,"2,764.00"
2321901,Claires Court Schools Ltd,"41,477.50"
954201,Claires Court Schools Ltd,"13,050.00"
2426401,Claremont Surgery,"1,300.00"
86601,Clarity Computer Supplies Ltd,"9,268.64"
3445401,Clarity Copiers,"2,059.67"
111283,Clarke Elliot Norman Assoc. Ltd,"13,734.75"
140911,Clear Advantage Ltd,632.5
257401,Clear Drains (UK) Ltd,"1,641.64"
100193,Clearaway Drainage Services Limited,"14,210.19"
126103,Clerk To The Justices,"3,633.00"
657201,Cliff Roe Sports,"1,115.50"
102680,Cliveden View Youth Project,"2,058.00"
112272,Cloud Amber Limited,"11,477.00"
103243,Clovis Lande Associates Ltd,"17,437.45"
106519,CMS(Cable Management Supplies) Limited,526.02
104671,Coach Equipment,"5,333.32"
111839,Coachs Corner,"5,818.16"
112163,Cobra,"3,444.25"
368701,Coca-Cola Enterprise Ltd,"15,152.26"
1776601,Cogenco Limited,"9,399.91"
105901,Colas Limited,"1,995.20"
2500801,Colby Heating (Reading),"4,755.90"
360101,Combined Power (South) Ltd,"15,937.37"
107801,Comet Group Plc,"3,634.50"
103712,Comfort Care Services,"147,632.96"
102859,Commercial Limited,655.21
112041,CommuniKaite Consulting,517.5
111078,Community Development Service,977.5
1672601,Community Media UK Limited,"3,486.80"
105567,Community Playthings,732.55
107507,Company Searches,531.88
4440601,Compass,522.1
104629,Complete Care Windsor Ltd,"19,372.62"
2080303,Computacenter (UK) Limited,"14,436.48"
100726,Computerised & Digital Security Systems Ltd,"20,555.40"
108001,Comserve Ltd,"2,531.90"
2428801,Connevans Limited,"10,454.98"
105799,Connexions Berkshire,"427,262.29"
1407701,Continental Sports Ltd,"1,131.60"
368501,Contract Sign Systems Limited,"2,643.85"
2394001,Contract Trading Services Ltd,"14,393.34"
111967,Convex Marketing Ltd,"4,258.45"
2323701,Cookham Dean Nursery,"5,815.80"
2323901,Cookham Montessori School,"20,054.20"
130201,Cookham Parish Council,"65,704.00"
3714001,Copse House Farm,"25,421.38"
4456201,Cornerstone & Thomson Roddick,"59,813.02"
112007,Cornerways Childrens Services Ltd,"86,019.64"
106414,Cornwall Care House-Headland Residential Home,"4,382.28"
91201,Corporate Health Ltd,955.63
91202,Corporate Health Supplies Ltd,"1,125.00"
3170901,Corporate Image Co.,"1,363.10"
105565,Cost Cutters,"2,076.47"
108995,Countryside Nurseries,"6,090.00"
104392,County Coaching Limited,"3,000.00"
2290901,Courtney Coaches Ltd,"129,945.40"
2290902,Courtney Coaches Ltd,"98,578.59"
3502301,Coutts Information Services Ltd,"3,963.35"
291002,Cox Green Community Pre-School,"18,817.20"
130401,Cox Green Parish Council,"57,845.00"
103177,Coxwell Homes Ltd,"3,656.22"
112049,Coyne Build Limited,"11,589.70"
103777,CPC Plc,865.06
108334,Craegmoor Healthcare,"10,184.02"
2468101,Cramer Music,"1,372.70"
105377,Cranford Park Primary School,"1,375.00"
110359,Creative Landscape Company Limited,"9,280.12"
111055,CreditCall Communications Ltd,"2,860.27"
4190501,Crick Software Limited,"2,213.87"
3908601,Crime Services Agency,"6,676.90"
4367502,Criminal Records Bureau,"14,843.00"
103947,Croft Fencing,"32,776.18"
3830901,Crown Wheelchair Travel,"31,927.09"
2859801,Cumberland Lodge Enterprises Ltd,"4,889.08"
109540,Cybersupport (UK) Limited,"6,014.39"
105494,D H Electrical Services Ltd,"23,367.68"
157101,D M Screenprint,"6,025.45"
2646601,D.W.Services,"10,780.00"
2110501,Dabs Direct Plc,"1,956.34"
631103,Dairy Crest Ltd,"9,978.26"
127201,Dairy Crest Ltd,"1,251.30"
631102,Dairy Crest Ltd,987.4
631104,Dairy Crest Ltd,816.04
196201,Dalesauna Ltd,748.49
111398,Daly Electrical Services Ltd,950.56
108494,Danwood Group Ltd,637.1
111947,Data Insight,"4,830.00"
105081,Datasharp Telephony Solutions&RedcardTelecom,618.13
980501,Datchet Parish Centre,550
130501,Datchet Parish Council,"64,792.25"
4005101,David John (Papers) Ltd,"7,004.05"
3201,David Lewis Centre-Epilepsy,"8,982.00"
1800902,Davies Sports - Findel Education Ltd,"1,323.59"
4458601,Daward Automation Ltd,886.65
101916,Dawkes Music Ltd,"1,372.31"
111526,Dayla Ltd,"2,910.68"
2426301,DCS Joncare,724.46
112114,De Vere & Co Investigations Services Limited,949.15
3013601,Dell  Corporation Ltd,"109,216.30"
108379,Denham Manor Nursing Home,"4,006.18"
210401,Denta Print Ltd,638.25
2638209,Department for Communities & Local Government,"4,300.60"
110056,Derbyshire Haven Residential Home,"5,002.98"
4346801,Dicksons Travel,"4,240.15"
111785,Digital Home Engineering,"3,560.75"
106777,Direct Clothing Co (UK) Ltd,"2,270.91"
347801,Direct Glazing,"2,871.62"
101603,Direct Wines Ltd,698.69
100307,District Surveyors Assocition Limited T/A LABC,697.5
112266,DJ Maintenance,"1,776.00"
110992,Document Output Solutions UK Limited,"2,524.25"
106941,Doherty Baines Chartered Surveyors,"13,000.96"
4206501,Dolphin Computer Access Limited,"5,419.03"
103264,Domestic Lift Services Limited,"2,810.11"
104309,Donald McPhail Consultancy Ltd,"6,462.50"
102,Dormy House (Sunningdale) Ltd,"50,614.71"
140922,Dorney Lake Services Limited,"3,328.40"
107676,Dowding & Son Ltd,536
101614,DowJohnson,"14,202.50"
3360901,DownsEd Limited,"2,621.66"
106686,Drama Ra! Ra! Ra!,600
112223,Drayton Manor High School,"2,000.00"
101934,Drumwright,667.39
110296,DTZ,"14,661.35"
9701,DX Network Services Limited,"1,793.77"
112117,Dynamics,545.96
1601,Dysons Wood Trust,"44,935.20"
107253,E Russum & Sons Ltd,515.43
106692,E.ON UK plc,"2,032.85"
610701,East Berkshire College,"70,302.49"
106468,East Berkshire Down's Syndrome Support Group,"2,050.00"
102572,East Berkshire Education Business Partnership,"9,379.00"
2441701,Easthampstead Park Conference,"1,393.90"
103102,Easy Care Systems,843.93
106473,Econ Engineering Limited,"3,454.72"
106063,Eden Springs UK Ltd,"8,988.55"
102652,Edexcel Ltd,"23,504.40"
101941,Edexcel Ltd,"11,388.90"
3313701,EDF Energy,"3,696.56"
2324101,Edith Rose Day Nursery,"4,280.40"
2324102,Edith Rose Day Nursery,"3,669.90"
62901,Edos Copying & Scanning,"2,072.06"
108096,EducationCity Ltd,517.5
4416001,Eduzone,"1,061.36"
101636,Edward Staines,500
104620,EET Nordic UK Ltd,517.5
103106,E-Government Solutions (UK) Ltd,"11,500.00"
3954201,EJS Associates,"2,252.90"
106507,Electrical Power Specialists Ltd,"7,143.25"
108298,Electricity Supply Nominees Ltd,"24,363.05"
9801,Elizabeth Fitzroy Support,"17,019.78"
2281601,Elizabeth Fitzroy Support,"16,528.16"
112027,Elklan,825
3272003,Emap Communications,917.7
115704,Emap Conferences,917.7
107288,Emmarina Louise Latham,"2,657.75"
102781,Encams,687.7
110668,English Woodlands,621.61
649602,Enigma Visual Solutions Limited,"2,469.05"
108839,Enlighten Ltd,621
1608301,Environment Agency,650
108188,Envtec Ltd,"4,606.66"
3755102,Equanet,"42,474.05"
101105,Ernest Bond Printing Limited,"12,473.00"
107816,ESCA Laundry,"1,410.00"
110964,ESP Systex Ltd,"3,524.75"
1448201,ESRI (UK),"37,379.66"
104562,eteach.com,"3,235.50"
2315601,Eton Cars,"23,963.27"
213801,Eton College,"5,000.00"
213804,Eton College Estates,"1,225.00"
2321501,Eton End PNEU School,"26,987.40"
2501,Eton House Residential Home,"33,402.08"
101970,Eton Stationers & Post Office,600.74
132101,Eton Town Council,"30,345.00"
112249,Eton Traders Association,500
210301,Eton Wick & Boveney Village Hall,"3,303.34"
930101,Eureka Design Ltd,"6,710.25"
106513,Euroclydon Nursing Home,"6,882.04"
102598,Euromedia Associates Ltd,"1,589.25"
103520,Europc Ltd,"3,017.60"
109163,European Electronique,"210,990.54"
100856,European Medical Services Ltd,"1,370.00"
106207,Eurotek Office Furniture Ltd,"5,525.40"
3352501,Eva Tutchell,800
111905,Exactrak,683.1
111167,Exceedia Ltd,"55,943.99"
100589,Excel Pumps & Motors Ltd,"1,361.60"
107229,EzTeach Ltd,"1,350.00"
2314001,F J Lane & Son Ltd,"78,161.76"
106999,FA Learning,681.6
107094,FACT,"1,055.00"
101564,Fairlight Residential Home,"7,297.66"
111784,Families For Children Adoption Agency,"9,126.00"
100898,Families Thames Valley East,"1,644.90"
2323601,Family Friends In Windsor And Maidenhead,"30,676.00"
3217701,Family Planning Association,"4,075.94"
100546,Family Rights Group(FRG Ltd),"1,500.00"
100361,familyplacement.com ltd,"11,413.72"
112090,Farbetter Consulting Ltd,516
2317001,Fargo Coaches,"18,337.34"
105591,Farleigh College,"39,393.98"
2330901,Farney Close School Ltd,"35,812.00"
108823,Fatherhood Institute,"5,083.00"
999301,Faulkner Browns,"11,500.00"
2970601,Feltham Construction Ltd,"64,830.01"
112251,Fenestra Clean,957
106623,Fereday & Pocock T/A The Blind Spot,534.75
2316901,Fernhill Travel,"14,864.00"
111413,Fernoak Tree Surgeons,632
106895,Fidelity International,"82,390.04"
105696,Financial Data Management Ltd,"10,859.08"
106875,Firestation,"21,561.96"
109139,First Adapt Limited,"6,382.50"
116701,First Beeline Buses Ltd,"171,272.96"
2748601,First Greater Western Ltd,"4,992.30"
3301,First Steps Pre School,"11,648.80"
3253401,First Steps Preschool,"5,641.75"
106902,FirstCar Young Drivers Magazine,552
100582,Fischer Education Project Ltd,"3,598.06"
102923,Fitch Rating,"6,325.00"
1527201,Fitness Professionals Ltd,775.16
111326,Fitzgerald Fostering and Consultancy Ltd,"39,387.50"
107620,Five Acres Nursing Home Ltd,"7,601.76"
112126,Fiveway Systems Ltd T/A Aircon Services,"2,379.35"
105523,Fleet Tutors,"11,248.43"
111597,Flexible Physiotherapy,881
108666,Forest MOT & Service Centre Ltd,"1,503.29"
111705,Fortnum & Woolley Ltd,"23,402.50"
103010,Forward Vending & Catering Ltd,711.1
715901,Foster Refrigerator (UK) Ltd,"5,007.43"
107312,Fourways Residential Home,"5,532.42"
700601,Foxleigh Grove Nursing Home,"40,560.84"
2321601,Foxley Nursery School,"20,706.00"
111702,FP Teleset,"60,422.91"
101484,FPM,"2,760.00"
108877,FTC Kaplan,"1,980.00"
110859,Fulfil,"6,183.74"
373501,Furnitubes International Ltd,"2,686.40"
4444201,Furniture at Work Limited,"1,881.59"
104375,Furzeplatt Junior School Private Fund,580.59
108892,G & W Groundworks Ltd,960.18
2244701,G K Hopps t/as Maidenhead Montessori Schools,"46,027.80"
803801,G P T Services Ltd,"3,125.70"
108832,G T Refrigeration (Chertsey) Ltd,"15,239.29"
107060,Gallagher Training Initiatives,650
112070,Gallery Office Solution Ltd,687.7
5201,Gardiners Nursing Agency,"1,575.60"
2488001,Gardner Mechanical Services Ltd,"15,937.56"
65202,GCD Security (Locksmiths) Ltd,"19,582.08"
3693501,GE Capital Equipment Finance Ltd,"7,247.58"
100906,Gems Hygiene Supplies Direct,"1,006.17"
79801,George Lines,"7,990.56"
47501,Gibbs and Dandy Plc,"1,068.50"
2518001,GL Assessment,"1,108.94"
1746601,Gladstone MRM,"12,427.25"
21201,Glasdon UK Ltd,"1,342.97"
8301,Glenore Home Care Services,"33,594.92"
112324,Globetrekker Outdoor Kit Ltd,"3,060.00"
1892701,GLS Educational Supplies Ltd,"42,646.09"
125501,GMB National Administration Unit,"6,362.96"
110669,Go Kids Ltd,"1,190.00"
108672,Goadsby & Harding (Commercial) Ltd,"8,039.17"
2739801,Golden Rose Community Care Services,"8,505.09"
2322401,Golders Hill School Ltd Re Winbury,"12,567.90"
111622,Goodger Design Associates,"4,869.85"
110715,Goodies Limited,955.12
193401,Gopak Ltd,916.18
100581,Gordon Sturges,"3,592.57"
322201,Gradko International Ltd,606.62
103097,Grafham Grange Special Educational Trust Ltd,"60,405.00"
108719,Graham,"1,231.00"
2753301,Granada Learning Ltd/Semerc,"1,377.31"
158101,Grant Plant (Maidenhead) Ltd,"1,738.80"
111125,Granwood Flooring Ltd,"22,753.88"
105101,Green Barnes Ltd,866.93
65301,Greenham Trading Ltd,"2,654.99"
2397802,Greenslade Services Limited,"5,537.54"
100892,Gresswell Direct,"2,273.35"
107619,Group 4 Securicor,"9,418.18"
1954401,Grundon Waste Management Ltd,"33,095.94"
2324001,GT & JE Ltd T/A Datchet Montessori School,"10,371.70"
105560,Guardian Homecare (Maidenhead) Ltd,"47,768.89"
111017,Gullivers Truck Hire Ltd,"1,996.33"
86301,H C Slingsby Plc,"5,195.91"
162001,H M Land Registry,"2,609.00"
103414,H2O Servicing Limited,"1,424.28"
110256,Hags Play Ltd,"4,699.88"
3965101,Halarose of Oxford Limited,"16,003.57"
70603,Hammicks Subscription Service,523
100079,Hampshire Autistic Society,"324,225.88"
1610909,Hampshire County Council,"5,698.10"
1610905,Hampshire County Council,"1,779.05"
1610907,Hampshire County Council,"1,614.60"
109853,Hampton Medical Conferences Ltd,734
3385901,Happy Days Pre-School Nursery,"7,591.00"
107087,Harlequin Travel Limited,"1,490.00"
367501,Harper Collins Publishers,"3,585.24"
3990601,Harris & Porter,"3,018.75"
106434,Harrison Catering Services Limited,"162,390.15"
104556,Harrod Business Promotions Ltd,"1,131.60"
3630801,Harts Leap(Sandhurst) Ltd,"9,273.60"
12801,Harwood House Residential Nursing Home,"17,568.16"
102031,Hawkinsport & Son,534.75
378201,Hays Accountancy Personnel,"20,558.78"
101548,Haystack Dryers,"1,058.45"
2736101,Hazlemere Window Company Ltd,"3,573.03"
109006,hbinfo ltd,568.1
2614701,Headline Training,736
4073101,Headway Thames Valley,"7,424.00"
110987,Health Promotions UK,599.02
107058,Healthcare Events Limited,500.25
